auc,TP,FP,FN,TN,Pos Prop,n,mu1,mu2,deltamu,sig1,sig2,deltasig,effectsize,pospred
0.8185185185185186,0.02,0.01,0.008,0.262,0.1,500,0,4.2,4.2,1,2.0,1.0,1.7614026422743927,0.028
0.9481481481481481,0.028,0.002,0.01,0.26,0.1,500,0,4.3,4.3,1,2.0,1.0,1.8639362525386705,0.038
0.7962962962962963,0.018,0.012,0.002,0.268,0.1,500,0,4.4,4.4,1,2.0,1.0,1.8508720964267749,0.02
0.8333333333333334,0.02,0.01,0.0,0.27,0.1,500,0,4.5,4.5,1,2.0,1.0,1.9575013963016028,0.02
0.788888888888889,0.018,0.012,0.006,0.264,0.1,500,0,4.6,4.6,1,2.0,1.0,1.9301387609553649,0.024
0.8555555555555556,0.022,0.008,0.006,0.264,0.1,500,0,4.7,4.7,1,2.0,1.0,1.9456619439956533,0.028
0.825925925925926,0.02,0.01,0.004,0.266,0.1,500,0,4.8,4.8,1,2.0,1.0,1.9873681672477923,0.024
0.8111111111111113,0.02,0.01,0.012,0.258,0.1,500,0,4.9,4.9,1,2.0,1.0,2.024810308011694,0.032
0.9296296296296296,0.026,0.004,0.002,0.268,0.1,500,0,5.0,5.0,1,2.0,1.0,2.099514696451331,0.028
0.8629629629629629,0.022,0.008,0.002,0.268,0.1,500,0,5.1,5.1,1,2.0,1.0,2.09233220722106,0.024
0.8925925925925927,0.024,0.006,0.004,0.266,0.1,500,0,5.2,5.2,1,2.0,1.0,2.068979001666995,0.028
0.9,0.024,0.006,0.0,0.27,0.1,500,0,5.3,5.3,1,2.0,1.0,2.1267932894492345,0.024
0.9185185185185185,0.026,0.004,0.008,0.262,0.1,500,0,5.4,5.4,1,2.0,1.0,2.2513291750226654,0.034
0.8555555555555556,0.022,0.008,0.006,0.264,0.1,500,0,5.5,5.5,1,2.0,1.0,2.2441999387067995,0.028
0.825925925925926,0.02,0.01,0.004,0.266,0.1,500,0,5.6,5.6,1,2.0,1.0,2.236423382745046,0.024
0.8592592592592593,0.022,0.008,0.004,0.266,0.1,500,0,5.7,5.7,1,2.0,1.0,2.1303051753754536,0.026
0.8666666666666667,0.022,0.008,0.0,0.27,0.1,500,0,5.8,5.8,1,2.0,1.0,2.1504446408482356,0.022
0.9296296296296296,0.026,0.004,0.002,0.268,0.1,500,0,5.9,5.9,1,2.0,1.0,2.24218172463431,0.028
0.9333333333333333,0.026,0.004,0.0,0.27,0.1,500,0,6.0,6.0,1,2.0,1.0,2.289113665575158,0.026
0.8592592592592593,0.022,0.008,0.004,0.266,0.1,500,0,6.1,6.1,1,2.0,1.0,2.2103049757009683,0.026
1.0,0.03,0.0,0.0,0.27,0.1,500,0,6.2,6.2,1,2.0,1.0,2.3327331379708465,0.03
0.9333333333333333,0.026,0.004,0.0,0.27,0.1,500,0,6.3,6.3,1,2.0,1.0,2.3756581357555553,0.026
0.8962962962962963,0.024,0.006,0.002,0.268,0.1,500,0,6.4,6.4,1,2.0,1.0,2.367881588143478,0.026
1.0,0.03,0.0,0.0,0.27,0.1,500,0,6.5,6.5,1,2.0,1.0,2.3921655153739483,0.03
0.9962962962962962,0.03,0.0,0.002,0.268,0.1,500,0,6.6,6.6,1,2.0,1.0,2.3879526745055593,0.032
0.8666666666666667,0.022,0.008,0.0,0.27,0.1,500,0,6.7,6.7,1,2.0,1.0,2.438043058974566,0.022
0.9333333333333333,0.026,0.004,0.0,0.27,0.1,500,0,6.8,6.8,1,2.0,1.0,2.4577367966243124,0.026
1.0,0.03,0.0,0.0,0.27,0.1,500,0,6.9,6.9,1,2.0,1.0,2.459903187662356,0.03
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,7.0,7.0,1,2.0,1.0,2.4117703216836026,0.028
0.9333333333333333,0.026,0.004,0.0,0.27,0.1,500,0,7.1,7.1,1,2.0,1.0,2.470331244440993,0.026
0.9962962962962962,0.03,0.0,0.002,0.268,0.1,500,0,7.2,7.2,1,2.0,1.0,2.4244884177215202,0.032
1.0,0.03,0.0,0.0,0.27,0.1,500,0,7.3,7.3,1,2.0,1.0,2.483304773672225,0.03
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,7.4,7.4,1,2.0,1.0,2.485149182492086,0.028
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,7.5,7.5,1,2.0,1.0,2.5275642681587667,0.028
